candidate_id,region,kind,dfs_executions
d25a2bfc75a50cc3,clvn.com,SR,3
adc4c0cdc237de30,clvn.com,SR,3
53f6532f18d9f043,clvn.com,SR,3
efeda0b818c51c11,clvn.com,SR,3
1feef828d20bba1e,addition.pt,MG,1
3078a957db95aaca,addition.pt,MG,1
10e705d6b0ed5f7c,addition.pt,MG,1
d8d2c73427650451,addition.pt,MG,1
097df6b8338d1605,biz-aceonline.com,SR,1
22cf15b6eb79b0b7,bond-of-hearts.jp,SR,1
b2bcd0b92a9f4957,bond-of-hearts.jp,SR,1
a59958164243e378,catloader.com,SR,3
2ab05939a5635796,catloader.com,SR,3
726c8bac9452239b,catloader.com,SR,3
bb28375c227278bf,catloader.com,SR,3
e7192dc7bfa1d4a9,at99.at,SR,1
ea1de26b325c164c,at99.at,SR,2
0f2a4a5de7a3ff5a,at99.at,SR,2
02cbbd94bcf79973,at99.at,SR,2
cf85ec7d302b0383,bhwjc.com,SR,1
aae01d09309c913d,bhwjc.com,SR,1
7259781edd9357b0,cmskit.jp,MG,1
2e0604e03a6470df,cmskit.jp,MG,1
30bbb6b72d9d5204,cmskit.jp,MG,2
9f7e2c303dbf0cc3,cmskit.jp,MG,1
c5cc405d78524a1a,12dn.com,RB,1
d5e5fc15df0c9d64,12dn.com,RB,4
c6b0bd24240e21cb,12dn.com,RB,1
5aaf30ca87564d08,bg2.info,MG,1
ca2ec06a0cb6481e,bg2.info,MG,1
c823773cb6a0c3a5,bg2.info,MG,1
822ab65315c9d173,bg2.info,MG,1
ae3c962f7854963d,bg2.info,MG,2
9d75feb112d09a95,bg2.info,MG,2
d05cb653b1ac5818,bg2.info,MG,1
7b49e52db7e948fd,bg2.info,MG,1
edfeff3b3b9312c4,cafy.org,SR,3
b322dfd48fe07b5e,cafy.org,SR,3
aecffd9df2ffc0b4,cafy.org,SR,3
e0fb2ec740a31785,cafy.org,SR,3
93c1e6bdf1b85b0e,3gcz.net,SR,1
525df8e9d5c0fc77,afacereamea.ro,SR,1
d404354b50abe4d8,cimbniaga.com,SR,1
8757f3db24ac7f54,cimbniaga.com,SR,1
1709b405e4e13b19,cimbniaga.com,SR,1
24faa27891ecb544,cimbniaga.com,SR,1
14047b633b7d40b5,articletweet.com,SR,4
30e88fdd5ff33a0c,articletweet.com,SR,5
c782ae555f11d7ef,bmtechnics.be,SR,1
cad752d08e1d0f02,cbbk.com,SR,3
a52273eda96e3aa3,cbbk.com,SR,3
8552747605e36a65,cbbk.com,SR,3
7193e0bc26939af0,cbbk.com,SR,3
8a9b16655114baba,chocolatebycacao.com,RL,6
d407330848d266c1,chocolatebycacao.com,RL,8
daa602d341c55cbe,chocolatebycacao.com,RL,5
da03add96d83b606,chocolatebycacao.com,RL,3
7d1958db8989ceea,bqjt.com,SR,3
dea073db7f7f88e3,bqjt.com,SR,3
f726a44ec769bbfa,bqjt.com,SR,3
b2729dcfdd0cca71,bqjt.com,SR,3
ec222b54ff985deb,01cl.com,MG,1
3fc6210244d6961d,01cl.com,MG,1
def83f4d709410da,01cl.com,MG,1
f121a53a891f2475,01cl.com,MG,1
c9f85bbe76cd6734,01cl.com,MG,1
156b1c8fc8f497ff,01cl.com,MG,1
c77daffd9e3a51bc,01cl.com,MG,3
9b57f6ead4d598dc,01cl.com,MG,3
c03d6c0058da9161,01cl.com,MG,3
c2170516614815e7,01cl.com,MG,2
482e2511cf77029d,01cl.com,MG,2
e0ff80b18016c773,01cl.com,MG,2
f4d82bf939e73317,bikinibeachnightclub.com,RL,6
6c023e5a31388249,bikinibeachnightclub.com,RL,8
47b564b3ad353981,bikinibeachnightclub.com,RL,5
198e657d8d75bab8,bikinibeachnightclub.com,RL,3
28b90cc6b24bb40b,bwbn.com,SR,3
9efea36632daef4d,bwbn.com,SR,3
79912d5dc11bf709,bwbn.com,SR,3
d5208f47a91d14c0,bwbn.com,SR,3
9e3acde4ebb89045,bcbst.com,SR,1
0af9d5b6f82e808f,bcbst.com,SR,1
870caba59a8f5aeb,bcbst.com,SR,1
780e6f754f38decb,bcbst.com,SR,1
8e6e2007f135945b,bcbst.com,SR,1
715a32a3ebfe4f12,bcbst.com,SR,1
82fdf2ec3b148901,bcbst.com,SR,1
7d044a366aec3532,co.pt,SR,1
edfb7a2a244afe46,520zh.com,SR,1
848eb8dc94219952,co.uz,MG,1
2c5d1bb726e0c0e9,co.uz,MG,1
691938a9eb80e4e0,co.uz,SR,1
826184ab5e48521a,co.uz,MG,8
aaef9f9b06f3ec71,co.uz,MG,7
0268a7d8ebc9c711,bpsurfboards.com,RL,6
2adcad1c015d767b,bpsurfboards.com,RL,8
3626cfa81fa81c1f,bpsurfboards.com,RL,5
782118ec342af0a7,bpsurfboards.com,RL,3
e2a2602a73ebc76c,bvnp.com,SR,3
26e9444353579a1a,bvnp.com,SR,3
a97518f98eae5f1d,bvnp.com,SR,3
7bda4bb8afb5c889,bvnp.com,SR,3
68bb9408c9d81fb6,bkbw.com,SR,3
3c1bf9fba66ef915,bkbw.com,SR,3
58a4327a35538040,bkbw.com,SR,3
81511016bdc59b61,bkbw.com,SR,3
b34d0c3e44cebef4,au.edu,RL,3
d1ab4e97d22594b5,au.edu,RL,2
3c0889bcaf1449c9,au.edu,RL,2
5d9c0f80ff1493fa,au.edu,RL,1
ef37f5ddfb89a2c6,cdcfws.com,SR,1
4de798dd8da47005,ayog.com,SR,3
a47e0993baff16af,ayog.com,SR,3
e4a6a5e428ce0ea0,ayog.com,SR,3
2b2e38e1c088f16a,ayog.com,SR,3
a67aa94edd7f83dc,clubemitsubishi.com,RL,8
76a4fcab8f7c1b0c,clubemitsubishi.com,RL,9
d56b39612106b9c5,clubemitsubishi.com,RL,7
1a3def392aa75c66,clubemitsubishi.com,RL,3
12f3af830c74572a,aha.ru,SR,1
2f3af114b96da1ad,aha.ru,SR,1
32c52340d5518239,aha.ru,SR,2
3828485f13362ae6,ainji.com,SR,1
e4e0d5aadc888380,baseballcardstore.net,SR,1
96ba268a490427d0,bulldogmania.net,RL,6
c5318cc146c7aa17,bulldogmania.net,RL,8
c9252e1e8aea2971,bulldogmania.net,RL,5
06ff6bb5093fa0ee,bulldogmania.net,RL,3
6890940cd7dbd0d9,baseball-library.com,SR,3
451a684e02b86288,baseball-library.com,SR,3
21a0d2ea0ac0c51f,baseball-library.com,SR,3
c058803b6ff3ac07,baseball-library.com,SR,3
3a20d29642442560,bestestzone.com,RB,1
48f3a91dfc07e094,bestestzone.com,RB,2
7b7ab95cf4e5f0c0,bestestzone.com,RB,1
e83e9bd75fb4b9a9,atola.com,SR,1
0ef8aafd445631f9,aeroport.fr,SR,1
c7e9c05b73000acd,aeroport.fr,SR,1
8e57d6778afd8476,acm.org,RB,1
343dc3c78f7ab0b8,acm.org,RB,1
fed6f791a9b090e6,acm.org,RB,2
343629191f4a563d,acm.org,RB,1
9845153bafdef2dd,arcoms.com,RL,9
